sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
3660;DHT22;1846;51.482;7.224;2021-04-26T07:27:54;Aug 20;99.90
3660;DHT22;1846;51.482;7.224;2021-04-26T07:30:21;Aug 50;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T07:32:48;Aug 50;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T07:35:15;Aug 50;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T07:37:43;Aug 60;99.90
3660;DHT22;1846;51.482;7.224;2021-04-26T07:40:11;Aug 60;99.90
3660;DHT22;1846;51.482;7.224;2021-04-26T07:42:38;Aug 70;99.90
3660;DHT22;1846;51.482;7.224;2021-04-26T07:45:06;Aug 70;99.90
3660;DHT22;1846;51.482;7.224;2021-04-26T07:47:34;09. Okt;99.90
3660;DHT22;1846;51.482;7.224;2021-04-26T07:50:01;9.00;99.90
3660;DHT22;1846;51.482;7.224;2021-04-26T07:52:27;Sep 20;99.90
3660;DHT22;1846;51.482;7.224;2021-04-26T07:54:54;09. Okt;99.90
3660;DHT22;1846;51.482;7.224;2021-04-26T07:57:20;Sep 20;99.90
3660;DHT22;1846;51.482;7.224;2021-04-26T07:59:46;Sep 20;94.50
3660;DHT22;1846;51.482;7.224;2021-04-26T08:02:12;Sep 40;97.90
3660;DHT22;1846;51.482;7.224;2021-04-26T08:04:39;Sep 50;93.50
3660;DHT22;1846;51.482;7.224;2021-04-26T08:07:06;Sep 60;86.00
3660;DHT22;1846;51.482;7.224;2021-04-26T08:09:32;Sep 60;78.60
3660;DHT22;1846;51.482;7.224;2021-04-26T08:11:59;Sep 70;62.80
3660;DHT22;1846;51.482;7.224;2021-04-26T08:14:25;Sep 70;50.60
3660;DHT22;1846;51.482;7.224;2021-04-26T08:16:51;Sep 80;47.10
3660;DHT22;1846;51.482;7.224;2021-04-26T08:19:17;Sep 90;41.00
3660;DHT22;1846;51.482;7.224;2021-04-26T08:21:44;Sep 90;39.20
3660;DHT22;1846;51.482;7.224;2021-04-26T08:24:12;10.00;34.10
3660;DHT22;1846;51.482;7.224;2021-04-26T08:26:38;10. Okt;26. Okt
3660;DHT22;1846;51.482;7.224;2021-04-26T08:29:05;Okt 20;Aug 30
3660;DHT22;1846;51.482;7.224;2021-04-26T08:31:31;Okt 40;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T08:33:58;Okt 40;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T08:36:24;Okt 30;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T08:38:50;Okt 30;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T08:41:17;Okt 40;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T08:43:45;Okt 40;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T08:46:12;Okt 70;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T08:48:39;Okt 70;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T08:51:06;Okt 60;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T08:53:33;Okt 70;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T08:55:59;Okt 50;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T08:58:26;Okt 60;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:00:54;Okt 80;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:03:30;11.00;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:05:56;11. Okt;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:08:23;Nov 20;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:10:50;Nov 30;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:13:29;Nov 40;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:15:58;Nov 50;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:18:44;Nov 70;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:21:18;Nov 60;1.00
3660;DHT22;1846;51.482;7.224;2021-04-26T09:23:45;Nov 50;1.00
